Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,AB/G,Age+,FG/G+,Approach+,Speed+,LD%+,HR/FB+,wRC+,5 Tool+,Hitter+,Est FB,AB,H,HR,R,RBI,SB,CS,BA,OBP,SLP,OPS,BABIP,BB%,K%,LD%,GB%,FB%,IFFB%,HR/FB%
Vahn Lackey,Available,MIN,Midwest League,A+,Yes,20.0,2026,10.0,14.8,3.8,110.2,201.1,280.2,109.2,107.3,93.5,170.0,120.4,125.7,14.5,38.0,12.0,2.0,10.0,7.0,8.0,1.0,0.316,0.5,0.5,1.0,0.357,0.269,0.154,0.241,0.241,0.517,0.4,0.133
Ralphy Velazquez,Cant Park Here (MINORS),CLE,Eastern League,AA,No,21.0,,36.0,10.1,4.0,112.0,161.7,158.0,101.3,128.2,165.0,162.0,120.4,125.5,33.5,145.0,46.0,7.0,24.0,30.0,1.0,0.0,0.317,0.414,0.566,0.98,0.364,0.13,0.183,0.295,0.393,0.313,0.229,0.2
Alcides Hernandez,Available,SD,Arizona Complex League,CPX,No,21.0,,9.0,5.3,2.0,93.4,75.9,292.7,131.1,155.5,0.0,122.0,120.4,134.3,5.0,18.0,5.0,0.0,4.0,2.0,1.0,0.0,0.278,0.417,0.5,0.917,0.313,0.208,0.125,0.313,0.375,0.313,0.4,0.0
Leandro Pineda,Available,WSH,International League,AAA,Yes,24.0,,34.0,9.4,3.4,109.1,140.6,107.8,112.8,110.5,293.6,186.0,120.3,125.8,21.2,114.0,38.0,10.0,31.0,22.0,0.0,2.0,0.333,0.442,0.684,1.126,0.378,0.13,0.225,0.262,0.452,0.286,0.125,0.417
Ke'Bryan Hayes,Available,CIN,International League,AAA,Yes,29.0,,3.0,17.0,4.0,90.3,254.0,247.0,53.3,175.8,176.0,320.0,120.2,147.0,3.7,12.0,7.0,1.0,5.0,3.0,0.0,0.0,0.583,0.571,1.167,1.738,0.545,0.071,0.071,0.417,0.25,0.333,0.25,0.25
Jack Lines,Available,TB,Florida Complex League,CPX,No,20.0,,4.0,8.2,1.0,96.8,119.1,554.8,118.4,153.0,0.0,205.0,120.2,133.4,2.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.692,0.0,0.692,0.0,0.385,0.077,0.333,0.0,0.667,0.5,0.0
Turner Hill,Available,SF,Eastern League,AA,No,27.0,,9.0,12.3,3.6,87.1,196.6,358.2,155.8,167.3,0.0,166.0,120.2,134.9,5.4,32.0,11.0,0.0,12.0,8.0,1.0,0.0,0.344,0.476,0.531,1.007,0.393,0.19,0.119,0.385,0.423,0.192,0.2,0.0
Walker Jenkins,Daddy Yankee (MINORS),MIN,International League,AAA,Yes,21.0,,69.0,9.1,3.8,124.6,136.5,178.1,139.4,92.3,119.0,142.0,120.2,111.0,67.0,263.0,81.0,12.0,51.0,28.0,17.0,4.0,0.308,0.407,0.532,0.939,0.34,0.137,0.156,0.219,0.451,0.33,0.155,0.169
Matt King,Available,PIT,South Atlantic League,A+,No,23.0,,26.0,7.5,2.5,95.5,101.2,277.0,122.3,158.0,0.0,118.0,120.2,133.7,12.2,66.0,19.0,0.0,19.0,9.0,10.0,1.0,0.288,0.457,0.303,0.76,0.328,0.147,0.116,0.368,0.421,0.211,0.083,0.0
Victor Figueroa,Available,BAL,Eastern League,AA,Yes,22.0,,32.0,7.0,3.8,106.9,111.6,45.1,111.0,159.9,217.0,106.0,120.2,127.4,18.5,122.0,35.0,5.0,18.0,18.0,3.0,1.0,0.287,0.341,0.467,0.808,0.405,0.076,0.326,0.368,0.382,0.25,0.0,0.263
Kyle Karros,Cant Park Here (INJURED_RESERVE),COL,Eastern League,AA,Yes,23.0,,4.0,10.8,3.8,102.3,172.1,152.5,81.8,144.7,206.2,197.0,120.1,134.6,3.7,15.0,6.0,1.0,2.0,3.0,1.0,0.0,0.4,0.471,0.667,1.137,0.455,0.118,0.176,0.333,0.333,0.333,0.0,0.25
Marcelo Mayer,Skrrt vs The World (MINORS),SF,Pacific Coast League,AAA,Yes,23.0,,4.0,8.8,4.2,116.5,114.7,23.1,25.2,299.4,708.8,161.0,120.1,132.6,0.0,17.0,6.0,1.0,3.0,3.0,0.0,0.0,0.353,0.421,0.588,1.009,0.714,0.105,0.474,0.75,0.25,0.0,0.0,1.0
Juneiker Caceres,Je suis Charlie Morton (MINORS),CLE,Carolina League,A,No,18.0,,52.0,10.9,3.8,112.7,157.4,266.5,96.3,94.3,152.5,153.0,120.1,125.2,52.6,197.0,63.0,10.0,46.0,43.0,7.0,3.0,0.32,0.418,0.538,0.956,0.315,0.131,0.097,0.222,0.466,0.313,0.2,0.182
Josue De Paula,Je suis Charlie Morton (MINORS),LAD,Texas League,AA,Yes,21.0,,122.0,11.3,4.0,113.6,155.3,205.7,107.0,114.5,130.8,144.0,120.1,123.1,121.1,494.0,150.0,26.0,103.0,101.0,30.0,10.0,0.304,0.4,0.543,0.942,0.32,0.135,0.145,0.278,0.409,0.313,0.103,0.206
Ethan Conrad,Ben the Hen (MINORS),CHC,Arizona Complex League,CPX,No,21.0,,5.0,10.1,3.4,93.4,145.3,213.3,103.2,142.1,173.4,180.0,120.0,137.6,4.0,17.0,7.0,1.0,5.0,2.0,1.0,0.0,0.412,0.5,0.647,1.147,0.429,0.095,0.095,0.286,0.429,0.286,0.0,0.25
Edgardo De Leon,Available,MIA,Florida Complex League,CPX,No,19.0,,22.0,11.0,2.6,101.9,158.5,136.8,98.9,125.4,270.4,170.0,120.0,132.2,10.5,57.0,20.0,4.0,17.0,20.0,7.0,1.0,0.351,0.474,0.649,1.123,0.381,0.197,0.184,0.273,0.477,0.25,0.273,0.364
Gleider Figuereo,Available,TEX,Texas League,AA,Yes,22.0,,4.0,14.0,4.0,108.5,191.6,41.0,48.0,187.5,317.6,217.0,119.9,134.7,1.8,16.0,7.0,1.0,6.0,5.0,0.0,0.0,0.438,0.5,0.75,1.25,0.6,0.056,0.278,0.455,0.364,0.182,0.0,0.5
Mitch Jebb,Available,PIT,Eastern League,AA,No,24.0,,14.0,6.0,3.8,98.0,96.6,230.1,146.1,158.1,0.0,71.0,119.9,128.2,10.0,53.0,12.0,0.0,7.0,3.0,4.0,1.0,0.226,0.339,0.264,0.603,0.273,0.145,0.145,0.364,0.409,0.227,0.1,0.0
Yeremy Cabrera,Available,WSH,Carolina League,A,No,20.0,,30.0,13.7,3.7,101.4,197.8,114.1,156.5,130.4,195.3,186.0,119.8,124.1,28.4,111.0,37.0,7.0,31.0,22.0,18.0,2.0,0.333,0.465,0.649,1.113,0.423,0.197,0.246,0.307,0.293,0.4,0.167,0.233
Ramiro Dominguez,Available,MIN,Midwest League,A+,Yes,19.0,,9.0,11.4,3.3,116.0,154.2,93.8,147.4,101.1,234.2,152.0,119.8,115.3,8.2,30.0,8.0,3.0,7.0,10.0,1.0,0.0,0.267,0.378,0.667,1.045,0.25,0.108,0.216,0.227,0.364,0.409,0.111,0.333
José Mejía,Available,ARI,California League,A,No,20.0,,33.0,8.4,3.2,105.0,109.1,249.4,109.1,124.7,95.7,145.0,119.8,128.3,23.4,107.0,32.0,3.0,20.0,18.0,4.0,1.0,0.299,0.449,0.486,0.935,0.349,0.199,0.154,0.282,0.435,0.282,0.25,0.125
Victor Rodriguez,Available,LAA,Arizona Complex League,CPX,No,20.0,,20.0,9.6,3.0,98.0,138.1,87.0,124.5,154.0,213.6,138.0,119.7,130.9,12.1,60.0,18.0,4.0,18.0,17.0,1.0,0.0,0.3,0.391,0.65,1.041,0.359,0.13,0.246,0.31,0.381,0.31,0.077,0.308
Seaver King,Skrrt vs The World (MINORS),WSH,Eastern League,AA,No,23.0,,35.0,10.5,3.9,102.3,167.4,156.1,128.5,139.5,141.9,163.0,119.5,127.0,28.5,137.0,46.0,5.0,33.0,27.0,5.0,6.0,0.336,0.427,0.562,0.989,0.394,0.133,0.188,0.321,0.406,0.274,0.138,0.172
Jaison Chourio,Bobby and the NitWitts (MINORS),CLE,Midwest League,A+,No,21.0,,22.0,9.3,3.7,105.0,126.5,179.8,94.6,150.5,100.6,138.0,119.4,129.7,13.8,82.0,26.0,2.0,16.0,7.0,10.0,4.0,0.317,0.431,0.476,0.907,0.375,0.176,0.176,0.338,0.446,0.215,0.071,0.143
Robert Arias,Available,CLE,Carolina League,A,Yes,19.0,,43.0,10.6,3.7,106.8,153.8,194.0,122.1,119.3,144.2,132.0,119.4,124.6,29.1,158.0,46.0,5.0,35.0,26.0,21.0,7.0,0.291,0.397,0.462,0.859,0.32,0.153,0.142,0.281,0.492,0.227,0.276,0.172
Ronald Ramirez,Available,DET,Florida State League,A,Yes,19.0,,13.0,4.5,2.5,110.2,64.1,66.6,128.9,127.2,233.3,139.0,119.3,121.1,3.1,32.0,10.0,1.0,5.0,2.0,1.0,0.0,0.312,0.389,0.531,0.92,0.429,0.111,0.278,0.3,0.55,0.15,0.333,0.333
Ben Ross,Available,MIN,Texas League,AA,No,25.0,,16.0,15.5,3.7,95.4,211.7,256.2,105.2,120.3,167.0,228.0,119.1,134.4,17.4,59.0,25.0,5.0,15.0,16.0,8.0,1.0,0.424,0.528,0.797,1.324,0.455,0.167,0.139,0.292,0.313,0.396,0.158,0.263
DJ Layton,Available,BAL,South Atlantic League,A+,Yes,19.0,,23.0,9.1,3.1,115.6,122.3,67.3,115.2,134.8,181.9,127.0,119.1,118.9,7.0,72.0,19.0,2.0,19.0,10.0,13.0,4.0,0.264,0.418,0.431,0.848,0.486,0.204,0.376,0.314,0.486,0.2,0.0,0.286
A.J. Ewing,Je suis Charlie Morton (ACTIVE),NYM,International League,AAA,Yes,21.0,,12.0,9.1,3.8,124.6,136.3,231.5,188.6,82.2,0.0,118.0,119.1,102.3,20.0,46.0,15.0,0.0,9.0,4.0,5.0,0.0,0.326,0.392,0.435,0.827,0.366,0.098,0.098,0.195,0.317,0.488,0.05,0.0
Nehomar Ochoa Jr.,Available,HOU,South Atlantic League,A+,Yes,20.0,,28.0,12.3,4.2,109.9,165.7,27.1,161.3,141.2,181.9,112.0,119.1,116.5,20.1,118.0,36.0,6.0,29.0,30.0,11.0,1.0,0.305,0.333,0.576,0.91,0.411,0.048,0.325,0.329,0.395,0.276,0.286,0.286
Reyli Mariano,Available,LAD,Texas League,AA,Yes,19.0,,2.0,1.0,2.0,125.6,13.7,204.9,1.8,137.2,100.0,45.0,119.1,127.9,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.167,0.167,0.333,0.333,0.333,1.0,0.0
Sean Keys,Daddy Yankee (MINORS),TOR,International League,AAA,Yes,23.0,,51.0,10.2,3.6,113.8,152.3,131.0,100.5,121.4,185.9,170.0,119.0,122.0,48.0,185.0,56.0,14.0,33.0,46.0,1.0,0.0,0.303,0.422,0.622,1.044,0.333,0.142,0.204,0.288,0.331,0.381,0.226,0.264
Jorwin Pulido,Available,ATL,Dominican Summer League,R,No,17.0,,22.0,11.0,3.2,103.7,147.7,264.0,139.4,132.0,0.0,111.0,118.9,123.4,19.1,71.0,23.0,0.0,16.0,16.0,13.0,1.0,0.324,0.402,0.437,0.839,0.329,0.115,0.057,0.242,0.485,0.273,0.222,0.0
Walker Jenkins,Daddy Yankee (MINORS),MIN,Florida State League,A,No,21.0,,1.0,25.0,5.0,99.7,359.3,100.0,29.0,169.6,350.3,512.0,118.8,141.5,1.6,5.0,4.0,1.0,2.0,1.0,0.0,0.0,0.8,0.8,1.6,2.4,0.75,0.0,0.0,0.4,0.2,0.4,0.0,0.5
Henry Godbout,Available,BOS,Carolina League,A,No,22.0,,5.0,9.8,2.8,92.2,141.8,501.1,113.5,177.1,0.0,167.0,118.8,134.9,4.0,14.0,4.0,0.0,6.0,1.0,2.0,0.0,0.286,0.565,0.286,0.851,0.333,0.261,0.087,0.417,0.25,0.333,0.25,0.0
Jaiden Lo Re,Available,BAL,Carolina League,A,No,19.0,,56.0,10.0,3.6,106.8,145.0,355.7,111.8,120.6,29.3,147.0,118.8,125.0,58.3,203.0,66.0,2.0,38.0,37.0,16.0,4.0,0.325,0.439,0.443,0.882,0.356,0.166,0.089,0.284,0.392,0.324,0.263,0.035
Byron Chourio,Available,MIN,Midwest League,A+,Yes,21.0,,26.0,9.4,2.9,105.0,126.8,123.9,138.3,140.3,132.2,140.0,118.8,122.6,16.0,76.0,23.0,3.0,11.0,17.0,12.0,0.0,0.303,0.419,0.5,0.919,0.37,0.149,0.213,0.315,0.389,0.296,0.25,0.188
Edward Florentino,Ben the Hen (MINORS),PIT,Florida State League,A,No,19.0,,9.0,12.9,3.1,110.2,186.0,235.6,58.1,96.3,233.3,205.0,118.7,130.0,7.8,28.0,9.0,3.0,9.0,10.0,1.0,2.0,0.321,0.5,0.75,1.25,0.316,0.275,0.175,0.227,0.364,0.409,0.0,0.333
Roman Anthony,Hand Foot Mouth Disease Guys (ACTIVE),BOS,International League,AAA,Yes,22.0,,4.0,9.0,3.5,119.0,134.4,90.0,16.4,126.5,704.2,141.0,118.7,129.7,0.0,14.0,4.0,1.0,2.0,4.0,0.0,0.0,0.286,0.375,0.571,0.946,0.333,0.125,0.25,0.3,0.7,0.0,0.0,1.0
Dario Laverde,Available,LAA,Arizona Complex League,CPX,No,21.0,,11.0,7.2,2.5,93.4,104.0,208.0,91.7,142.1,173.4,132.0,118.7,137.0,3.8,28.0,7.0,1.0,9.0,4.0,1.0,0.0,0.25,0.447,0.464,0.912,0.3,0.263,0.184,0.286,0.524,0.19,0.25,0.25
Alfredo Velásquez,Available,BAL,South Atlantic League,A+,No,21.0,,20.0,5.9,2.5,104.6,78.9,343.3,134.7,109.9,49.0,117.0,118.7,123.1,13.6,49.0,16.0,1.0,9.0,6.0,4.0,2.0,0.327,0.377,0.449,0.826,0.333,0.073,0.055,0.256,0.442,0.302,0.308,0.077
Yorber Semprun,Available,NYM,Florida Complex League,CPX,Yes,18.0,,25.0,5.6,2.5,107.6,81.2,52.4,137.9,136.4,212.4,97.0,118.7,120.6,7.9,62.0,16.0,2.0,9.0,8.0,7.0,1.0,0.258,0.352,0.435,0.788,0.333,0.097,0.25,0.297,0.514,0.189,0.429,0.286
Wade Meckler,Available,LAA,California League,A,No,26.0,,2.0,12.8,3.5,80.8,165.2,399.9,18.5,147.2,255.0,258.0,118.6,155.8,2.5,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0.429,0.556,1.0,1.556,0.4,0.222,0.111,0.333,0.167,0.5,0.0,0.333
John Smith III,Available,NYM,South Atlantic League,A+,Yes,22.0,,5.0,10.5,3.6,99.9,141.0,107.3,104.6,122.8,636.0,231.0,118.6,130.5,0.9,18.0,8.0,1.0,5.0,2.0,1.0,0.0,0.444,0.545,0.722,1.268,0.538,0.091,0.182,0.286,0.643,0.071,0.0,1.0
Tanner Murray,Available,CHW,International League,AAA,Yes,26.0,,6.0,14.2,3.8,100.7,211.6,139.9,116.9,105.4,352.1,172.0,118.6,128.2,3.5,23.0,7.0,2.0,6.0,7.0,2.0,0.0,0.304,0.467,0.609,1.075,0.357,0.2,0.233,0.25,0.5,0.25,0.5,0.5
Tyler Howard,Available,CLE,Midwest League,A+,Yes,22.0,,29.0,7.8,3.4,100.2,106.0,272.8,54.6,150.1,68.2,137.0,118.6,137.2,29.8,98.0,29.0,3.0,18.0,16.0,0.0,0.0,0.296,0.43,0.459,0.889,0.325,0.174,0.124,0.337,0.289,0.373,0.226,0.097
Chase Davis,Available,STL,Florida State League,A,No,24.0,,4.0,10.5,3.0,87.2,150.9,181.9,20.0,159.0,350.3,175.0,118.5,151.1,1.8,12.0,3.0,1.0,3.0,4.0,0.0,0.0,0.25,0.5,0.5,1.0,0.286,0.333,0.222,0.375,0.375,0.25,0.5,0.5
Kayson Cunningham,Bobby and the NitWitts (MINORS),ARI,California League,A,No,20.0,,43.0,10.9,4.1,105.0,141.1,158.8,132.5,164.5,30.6,156.0,118.5,122.9,24.9,176.0,67.0,1.0,45.0,27.0,10.0,2.0,0.381,0.471,0.506,0.977,0.482,0.145,0.184,0.372,0.445,0.182,0.2,0.04
Kane Kepley,Cant Park Here (MINORS),CHC,Southern League,AA,Yes,22.0,,26.0,10.1,3.3,107.6,146.2,230.8,175.2,100.8,66.0,128.0,118.5,115.0,30.5,87.0,18.0,3.0,19.0,13.0,14.0,1.0,0.207,0.4,0.402,0.802,0.231,0.191,0.165,0.234,0.297,0.469,0.333,0.1
Braden Holcomb,Available,CHW,Carolina League,A,No,21.0,,13.0,10.2,3.7,96.6,148.1,81.6,129.0,127.4,335.3,183.0,118.4,129.1,5.2,48.0,16.0,2.0,9.0,9.0,2.0,0.0,0.333,0.439,0.667,1.105,0.452,0.14,0.263,0.3,0.533,0.167,0.0,0.4
Yoander Santana,Available,PIT,Dominican Summer League,R,Yes,18.0,,50.0,10.1,2.6,97.9,134.7,201.4,139.4,154.4,29.2,138.0,118.4,126.7,42.1,131.0,40.0,1.0,36.0,37.0,20.0,3.0,0.305,0.458,0.458,0.916,0.336,0.206,0.111,0.283,0.354,0.363,0.293,0.024
Yairo Padilla,Available,STL,Florida Complex League,CPX,No,19.0,,4.0,11.2,2.5,101.9,162.4,190.2,42.2,114.8,371.4,212.0,118.3,137.3,1.8,10.0,4.0,1.0,4.0,4.0,0.0,0.0,0.4,0.538,0.8,1.338,0.429,0.231,0.154,0.25,0.5,0.25,0.5,0.5
Aaron Pinero,Available,TB,Dominican Summer League,R,No,19.0,,20.0,13.5,3.3,92.8,180.9,232.9,101.1,121.1,203.0,166.0,118.3,135.4,24.4,66.0,23.0,4.0,21.0,15.0,11.0,1.0,0.348,0.505,0.561,1.066,0.345,0.209,0.099,0.222,0.333,0.444,0.333,0.167
Angelmis De La Cruz,Not in Fantrax,KCR,Dominican Summer League,R,Yes,20.0,,31.0,7.3,1.9,88.1,97.5,72.8,102.7,157.6,404.9,129.0,118.3,138.4,5.8,59.0,17.0,2.0,25.0,13.0,11.0,3.0,0.288,0.462,0.407,0.868,0.405,0.213,0.25,0.289,0.553,0.158,0.167,0.333
Erick Brito,Available,PHI,South Atlantic League,A+,No,24.0,,3.0,4.8,3.0,91.6,64.9,258.2,67.3,214.6,100.0,53.0,118.3,141.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,0.111,0.333,0.111,0.444,0.143,0.25,0.167,0.5,0.5,0.0,0.0,0.0
Walker Jenkins,Daddy Yankee (MINORS),MIN,Midwest League,A+,No,21.0,,3.0,10.7,3.7,105.0,144.4,104.1,36.4,247.6,234.2,214.0,118.2,135.9,2.7,11.0,5.0,1.0,3.0,2.0,0.0,0.0,0.455,0.5,0.727,1.227,0.5,0.083,0.167,0.556,0.111,0.333,0.333,0.333
Theo Gillen,The Hot and Steamy Boys (MINORS),TB,South Atlantic League,A+,No,20.0,,57.0,12.5,3.8,109.9,167.5,110.3,148.9,106.0,211.8,166.0,118.2,116.7,34.2,219.0,75.0,12.0,53.0,44.0,28.0,5.0,0.342,0.449,0.589,1.038,0.432,0.143,0.238,0.247,0.519,0.234,0.167,0.333
Diego Fernandez,Available,CLE,Dominican Summer League,R,Yes,17.0,,49.0,10.9,2.9,103.7,145.3,230.4,122.6,139.6,25.5,153.0,118.2,124.6,49.2,142.0,47.0,1.0,49.0,28.0,19.0,4.0,0.331,0.52,0.444,0.963,0.383,0.284,0.118,0.256,0.333,0.41,0.083,0.021
Josiah Hartshorn,Third Degree Burnes (MINORS),CHC,Carolina League,A,No,19.0,,39.0,8.8,3.6,106.8,127.8,211.3,80.8,125.3,140.0,146.0,118.2,128.3,28.9,139.0,38.0,5.0,25.0,25.0,4.0,2.0,0.273,0.424,0.46,0.884,0.306,0.192,0.153,0.295,0.438,0.268,0.133,0.167
Ty Southisene,Available,TOR,Midwest League,A+,Yes,20.0,,44.0,10.7,3.9,110.2,144.9,225.7,143.8,126.9,0.0,130.0,118.2,117.2,28.3,172.0,56.0,0.0,39.0,27.0,20.0,4.0,0.326,0.451,0.372,0.823,0.384,0.141,0.127,0.285,0.521,0.194,0.107,0.0
Lazaro Montes,Lászlaró Tóth (MINORS),SEA,Pacific Coast League,AAA,Yes,21.0,,44.0,9.0,4.0,127.6,118.0,55.5,67.8,116.2,230.4,130.0,118.2,115.7,36.4,175.0,48.0,13.0,32.0,30.0,3.0,1.0,0.274,0.369,0.571,0.941,0.35,0.123,0.31,0.291,0.345,0.364,0.175,0.325
Damian Bravo,Available,SF,Northwest League,A+,Yes,22.0,,17.0,9.2,3.9,102.0,129.0,67.0,127.2,178.9,167.6,125.0,118.2,125.3,14.6,66.0,17.0,4.0,15.0,10.0,4.0,1.0,0.258,0.347,0.53,0.877,0.325,0.107,0.293,0.409,0.227,0.364,0.063,0.25
Carlos Tejera,Available,PIT,Dominican Summer League,R,No,17.0,,18.0,11.2,3.4,103.7,150.1,106.6,144.0,165.8,81.5,108.0,118.2,121.6,14.7,61.0,14.0,1.0,16.0,14.0,9.0,0.0,0.23,0.397,0.377,0.774,0.289,0.218,0.192,0.304,0.37,0.326,0.333,0.067
Carlos Franco,Available,ATH,California League,A,No,23.0,,2.0,4.5,3.0,91.3,58.3,500.1,43.6,176.9,100.0,35.0,118.2,144.4,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.333,0.111,0.4,0.4,0.2,0.0,0.0
Juan Holmann,Available,MIN,Dominican Summer League,R,Yes,17.0,,27.0,11.1,2.6,103.7,148.1,65.4,95.0,157.6,203.0,170.0,118.1,128.4,17.5,71.0,22.0,3.0,25.0,18.0,14.0,4.0,0.31,0.533,0.535,1.069,0.514,0.295,0.295,0.289,0.237,0.474,0.167,0.167
Wilder Dalis,Available,COL,California League,A,No,19.0,,71.0,12.2,3.9,110.6,157.6,104.4,134.2,111.9,211.4,144.0,118.1,118.0,54.2,277.0,86.0,16.0,64.0,68.0,23.0,3.0,0.31,0.409,0.574,0.983,0.378,0.134,0.241,0.253,0.455,0.293,0.121,0.276
Devin Taylor,Lászlaró Tóth (MINORS),ATH,Texas League,AA,No,22.0,,68.0,9.7,4.1,108.5,132.8,79.8,84.9,150.4,189.3,142.0,118.1,126.5,43.6,279.0,90.0,14.0,52.0,54.0,6.0,2.0,0.323,0.409,0.534,0.943,0.434,0.126,0.286,0.365,0.386,0.249,0.128,0.298
George Lombard Jr.,Third Degree Burnes (ACTIVE),NYY,International League,AAA,Yes,21.0,,56.0,8.0,3.7,124.6,119.9,138.6,114.8,115.5,83.1,127.0,118.1,111.1,52.0,209.0,56.0,6.0,44.0,21.0,10.0,5.0,0.268,0.405,0.44,0.845,0.336,0.172,0.218,0.274,0.377,0.349,0.157,0.118
Alex Fernandes,Available,ATH,Midwest League,A+,Yes,23.0,,6.0,14.6,4.2,95.9,197.4,931.4,180.2,119.8,0.0,117.0,118.1,121.9,7.0,25.0,9.0,0.0,8.0,3.0,5.0,0.0,0.36,0.419,0.48,0.899,0.346,0.129,0.032,0.269,0.462,0.269,0.286,0.0
Luke Adams,Cant Park Here (MINORS),MIL,Arizona Complex League,CPX,No,22.0,,4.0,15.9,3.2,89.1,228.4,120.6,75.4,149.0,346.7,245.0,118.0,141.1,4.2,13.0,5.0,3.0,3.0,5.0,1.0,0.0,0.385,0.5,1.154,1.654,0.286,0.125,0.188,0.3,0.1,0.6,0.167,0.5
Yostin Pena,Hand Foot Mouth Disease Guys (MINORS),NYY,Dominican Summer League,R,No,18.0,,37.0,18.5,3.9,97.9,247.7,115.7,142.5,125.5,226.1,150.0,118.0,125.5,44.6,144.0,54.0,8.0,53.0,57.0,27.0,3.0,0.375,0.457,0.646,1.103,0.393,0.137,0.137,0.23,0.389,0.381,0.233,0.186
Santiago Rivas,Not in Fantrax,TEX,Dominican Summer League,R,Yes,17.0,,8.0,9.8,3.8,103.7,131.2,106.2,105.7,159.3,135.0,147.0,118.0,126.7,8.6,30.0,11.0,1.0,6.0,5.0,1.0,0.0,0.367,0.472,0.533,1.006,0.435,0.167,0.167,0.292,0.333,0.375,0.222,0.111
Sebastian Dos Santos,Daddy Yankee (MINORS),STL,Florida State League,A,Yes,18.0,,55.0,9.9,3.6,116.3,142.8,118.3,108.9,123.8,145.7,129.0,118.0,117.6,46.2,199.0,49.0,10.0,47.0,36.0,18.0,4.0,0.246,0.4,0.437,0.837,0.295,0.173,0.235,0.292,0.358,0.35,0.167,0.208
Josiah Ragsdale,Cant Park Here (MINORS),STL,Texas League,AA,Yes,22.0,,25.0,9.3,3.8,108.5,127.0,127.6,140.3,117.8,167.0,127.0,118.0,118.6,17.9,96.0,26.0,5.0,22.0,13.0,5.0,0.0,0.271,0.395,0.49,0.885,0.318,0.151,0.227,0.286,0.443,0.271,0.053,0.263
Nazzan Zanetello,Available,BOS,Florida Complex League,CPX,No,21.0,,5.0,16.7,3.0,92.2,241.1,117.8,116.8,229.7,185.7,210.0,117.9,132.9,3.6,15.0,6.0,1.0,6.0,4.0,5.0,0.0,0.4,0.571,0.733,1.305,0.556,0.286,0.238,0.5,0.1,0.4,0.5,0.25
Luis Campusano,Available,SD,Pacific Coast League,AAA,Yes,27.0,,2.0,11.2,3.0,99.2,147.5,123.4,1.9,199.6,708.8,207.0,117.9,144.3,0.8,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.333,0.5,0.833,1.333,0.333,0.25,0.25,0.5,0.25,0.25,0.0,1.0
Zach Levenson,Available,STL,International League,AAA,Yes,24.0,,6.0,12.3,3.7,109.1,184.2,26.9,32.8,168.6,352.1,202.0,117.9,133.0,4.8,22.0,8.0,3.0,5.0,8.0,0.0,0.0,0.364,0.391,0.818,1.209,0.417,0.043,0.304,0.4,0.2,0.4,0.167,0.5
Tim Tawa,Je suis Charlie Morton (ACTIVE),ARI,Pacific Coast League,AAA,Yes,27.0,,20.0,12.5,3.8,99.2,164.2,151.8,129.7,115.8,225.4,159.0,117.9,126.3,19.9,75.0,24.0,7.0,18.0,21.0,2.0,1.0,0.32,0.409,0.733,1.142,0.304,0.125,0.148,0.29,0.355,0.355,0.045,0.318
Weston Wilson,Available,SEA,Pacific Coast League,AAA,Yes,31.0,,2.0,25.8,4.5,86.4,337.6,197.5,137.4,249.5,100.0,294.0,117.8,134.0,1.0,9.0,6.0,0.0,4.0,4.0,2.0,0.0,0.667,0.7,0.778,1.478,0.75,0.1,0.1,0.625,0.25,0.125,0.0,0.0
Zach Rogacki,Available,COL,California League,A,Yes,22.0,,4.0,15.2,3.2,95.5,197.5,235.5,85.6,132.6,153.2,172.0,117.8,135.0,4.5,13.0,4.0,1.0,3.0,7.0,1.0,0.0,0.308,0.471,0.615,1.086,0.333,0.235,0.176,0.3,0.2,0.5,0.2,0.2
Christian Moore,Lászlaró Tóth (MINORS),LAA,Pacific Coast League,AAA,Yes,23.0,,86.0,10.4,3.9,116.5,136.1,115.0,147.1,117.8,109.9,134.0,117.8,111.6,69.0,334.0,101.0,11.0,83.0,60.0,15.0,4.0,0.302,0.431,0.512,0.943,0.385,0.175,0.225,0.295,0.411,0.295,0.099,0.155
Rylan Mills,Available,MIL,Carolina League,A,Yes,19.0,,62.0,6.8,3.4,106.8,98.7,54.6,80.8,142.7,260.7,118.0,117.8,127.7,41.1,209.0,49.0,14.0,35.0,32.0,5.0,2.0,0.234,0.356,0.483,0.839,0.33,0.16,0.36,0.336,0.276,0.388,0.2,0.311
Justin Gonzales,Daddy Yankee (MINORS),BOS,Eastern League,AA,Yes,19.0,,14.0,8.9,4.1,123.8,141.8,97.7,122.7,111.2,137.8,114.0,117.8,110.0,11.7,57.0,15.0,2.0,12.0,11.0,1.0,1.0,0.263,0.368,0.439,0.806,0.342,0.132,0.265,0.256,0.436,0.308,0.083,0.167
