Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitching Score_Previous_League,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Berny Ortiz,Available,BOS,Carolina League,A,Yes,20.0,,5.0,13.1,3.1,109.1,100.3,119.0,101.9,4.54,103.5,100.00498238222016,108.0,17.4,0.0,2.0,4.02,3.0,0.0,15.7,14.0,1.15,0.283,0.076,0.212,0.136,0.756,0.244,0.378,0.378,0.353,0.0
Frenny Grant,Available,DET,Florida State League,A,Yes,22.0,,7.0,17.2,1.9,99.7,143.6,253.2,95.0,2.72,111.0,104.22635301899204,107.8,5.0,1.0,0.0,1.38,0.0,1.0,13.0,23.0,1.08,0.304,0.13,0.426,0.296,0.695,0.304,0.478,0.217,0.4,0.0
Orlando Gonzalez,Available,PHI,Florida State League,A,Yes,23.0,,10.0,13.1,1.8,95.4,109.1,222.4,102.4,3.55,114.4,114.01090802377908,107.6,11.7,2.0,0.0,3.57,0.0,0.0,17.7,27.0,1.19,0.343,0.11,0.37,0.26,0.749,0.222,0.444,0.333,0.167,0.083
Josehp Marte,Available,LAD,California League,A,Yes,21.0,,5.0,7.2,1.5,104.2,58.8,0.0,119.4,6.62,106.9,109.48157927803612,107.5,3.1,0.0,1.0,3.52,0.0,0.0,7.7,6.0,1.57,0.238,0.167,0.167,0.0,0.9,0.05,0.8,0.15,0.333,0.333
Hendrick Caña,Available,STL,Florida State League,A,Yes,18.0,,1.0,24.8,2.7,121.9,206.5,0.0,102.5,7.02,92.2,94.88582784772171,107.5,1.0,1.0,0.0,3.37,0.0,0.0,2.7,4.0,1.87,0.25,0.308,0.308,0.0,0.75,0.25,0.5,0.25,1.0,0.0
Brian Hendry,Available,NYY,Florida State League,A,No,26.0,,3.0,14.1,1.8,84.4,117.5,89.8,127.7,5.41,123.0,138.5666786839547,107.4,7.0,0.0,0.0,0.0,0.0,1.0,5.3,3.0,0.56,0.133,0.053,0.158,0.105,0.934,0.067,0.467,0.467,0.143,0.0
Victor Espiritu,Available,TOR,Florida State League,A,Yes,21.0,,2.0,11.9,1.2,104.5,99.1,320.7,82.0,2.63,106.4,96.39474454365686,107.4,2.0,1.0,0.0,0.0,1.0,0.0,2.3,3.0,0.43,0.2,0.0,0.375,0.375,0.6,0.4,0.2,0.4,0.5,0.0
Yoesmerli Beltre,Not in Fantrax,SDP,California League,A,Yes,20.0,,18.0,7.2,1.3,109.4,58.6,76.9,105.4,6.38,102.4,103.05479333812288,107.4,26.3,1.0,0.0,5.09,0.0,2.0,23.0,19.0,1.52,0.31,0.084,0.178,0.094,0.794,0.151,0.479,0.37,0.185,0.148
Kifraidy Encarnacion,Available,MIA,Florida State League,A,Yes,20.0,,3.0,6.0,1.1,109.7,50.1,0.0,113.9,8.48,102.1,102.58374070652404,107.3,3.3,0.0,1.0,8.1,0.0,0.0,3.3,6.0,2.4,0.2,0.316,0.316,0.0,0.833,0.0,0.333,0.667,0.25,0.25
Lan-Hong Su,Available,SD,California League,A,Yes,19.0,,11.0,14.6,2.9,115.2,119.3,192.1,86.3,4.8,97.3,118.51110842412348,107.2,29.6,0.0,4.0,5.63,11.0,0.0,32.0,41.0,1.28,0.338,0.066,0.301,0.235,0.65,0.263,0.338,0.4,0.188,0.219
Brian Holiday,Available,STL,Florida State League,A,No,23.0,,12.0,21.8,4.2,95.4,182.2,201.0,103.4,3.51,113.1,120.90766563460916,106.8,41.8,1.0,1.0,5.33,12.0,0.0,50.7,60.0,1.26,0.338,0.047,0.282,0.235,0.757,0.179,0.507,0.314,0.091,0.205
Anderson Cardenas,Available,ARI,California League,A,Yes,20.0,,7.0,17.5,2.8,109.4,143.1,148.8,95.9,4.68,101.3,119.68272710540197,106.7,16.7,0.0,3.0,3.66,4.0,1.0,19.7,27.0,1.47,0.347,0.125,0.307,0.182,0.723,0.255,0.404,0.34,0.313,0.063
Ryan McDonagh,Available,KC,Carolina League,A,Yes,20.0,,12.0,17.9,3.8,109.1,137.2,93.6,102.2,5.4,101.3,104.55462455742536,106.5,59.9,2.0,5.0,5.09,12.0,0.0,46.0,46.0,1.22,0.202,0.128,0.235,0.107,0.758,0.175,0.3,0.525,0.286,0.127
Emilio Ramos,Available,CHC,Carolina League,A,Yes,20.0,,9.0,8.8,2.6,109.1,67.2,0.0,113.0,6.31,101.3,102.51418606828491,106.5,21.7,1.0,4.0,7.61,4.0,0.0,23.7,20.0,1.86,0.328,0.177,0.177,0.0,0.839,0.132,0.544,0.324,0.318,0.091
Yoendris Gonzalez,Available,CHC,Carolina League,A,No,23.0,,9.0,18.6,2.3,94.9,142.3,284.4,93.6,2.61,112.9,95.38518955719584,106.4,14.4,1.0,0.0,2.21,1.0,1.0,20.3,34.0,0.93,0.297,0.1,0.425,0.325,0.695,0.306,0.306,0.389,0.357,0.0
Jackson Jobe,The Hot and Steamy Boys (MINORS),DET,Florida State League,A,No,23.0,,1.0,4.5,1.3,95.4,37.5,142.8,109.3,3.53,112.4,137.07262518796202,106.4,1.0,0.0,0.0,6.75,1.0,0.0,1.3,1.0,1.5,0.4,0.0,0.167,0.167,0.8,0.2,0.6,0.2,0.0,0.0
Denis Samudio,Available,TOR,Carolina League,A,Yes,21.0,,4.0,19.9,3.5,103.9,152.1,135.6,102.0,4.35,105.3,110.96123494448248,106.3,13.1,1.0,1.0,4.5,2.0,0.0,14.0,17.0,1.29,0.258,0.138,0.293,0.155,0.757,0.182,0.394,0.424,0.0,0.143
Zack Qin,Available,SD,California League,A,Yes,20.0,,11.0,10.8,2.7,109.4,88.5,72.8,104.0,6.25,100.8,117.19314902317316,106.3,36.3,1.0,2.0,6.9,1.0,0.0,30.0,29.0,1.63,0.321,0.126,0.215,0.089,0.784,0.159,0.409,0.432,0.211,0.132
Owen Hall,Available,DET,Florida State League,A,Yes,20.0,,7.0,14.7,2.4,109.7,122.5,135.1,96.6,4.28,100.5,100.14628148055384,106.3,10.7,1.0,1.0,6.48,0.0,0.0,16.7,23.0,1.62,0.375,0.145,0.303,0.158,0.707,0.268,0.463,0.268,0.455,0.091
Yermain Ruiz,Available,BOS,Carolina League,A,Yes,20.0,,17.0,13.6,2.5,109.1,104.5,109.4,99.9,4.9,100.9,102.1058081208842,106.2,44.6,3.0,4.0,7.29,0.0,2.0,42.0,49.0,1.71,0.387,0.121,0.246,0.125,0.741,0.242,0.383,0.375,0.2,0.044
Jubrayker Salaya,Available,CHC,Carolina League,A,Yes,19.0,,4.0,11.3,2.8,114.9,86.6,52.5,101.1,5.18,96.2,104.739921407492,106.2,8.0,0.0,2.0,6.35,4.0,0.0,11.3,12.0,1.68,0.357,0.18,0.24,0.06,0.75,0.25,0.464,0.286,0.625,0.0
Tyler Gough,Available,LAD,California League,A,No,22.0,,5.0,24.1,4.1,99.5,197.1,178.2,100.9,4.55,108.6,153.90886795990892,106.0,21.2,1.0,0.0,1.33,5.0,0.0,20.3,21.0,0.84,0.245,0.051,0.269,0.218,0.76,0.24,0.36,0.4,0.6,0.0
Florangel Vasquez,Not in Fantrax,SDP,California League,A,No,20.0,,7.0,9.1,2.0,109.4,74.0,92.4,101.1,6.32,100.2,103.56176551911496,105.9,18.1,1.0,1.0,4.61,0.0,0.0,13.7,13.0,1.46,0.3,0.097,0.21,0.113,0.762,0.19,0.357,0.452,0.211,0.105
Francisco Morao,Available,BAL,Carolina League,A,Yes,20.0,,7.0,13.1,3.1,109.1,100.6,77.9,102.8,5.31,100.3,115.89672753878126,105.8,21.6,0.0,1.0,6.65,2.0,0.0,21.7,23.0,1.57,0.293,0.139,0.228,0.089,0.763,0.186,0.441,0.373,0.273,0.136
Fidel Montero,Available,CHW,Carolina League,A,Yes,22.0,,4.0,15.2,2.7,99.2,116.7,136.5,105.3,4.58,108.3,106.04118234003582,105.7,12.4,2.0,0.0,3.37,0.0,0.0,10.7,8.0,1.12,0.303,0.022,0.178,0.156,0.782,0.188,0.438,0.375,0.083,0.083
Juan Amarante,Available,PHI,Florida State League,A,No,22.0,,2.0,2.4,0.7,99.7,19.8,94.9,109.3,5.53,107.6,131.3123362874462,105.5,2.4,0.0,0.0,13.5,0.0,0.0,1.3,2.0,3.75,0.667,0.111,0.222,0.111,0.8,0.2,0.4,0.4,0.0,0.0
Gerardo Lopez,Available,PHI,Florida State League,A,No,20.0,,1.0,14.8,2.0,109.7,123.1,366.9,68.3,1.61,99.2,99.17878599795398,105.4,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,0.25,0.0,0.429,0.429,0.5,0.5,0.25,0.25,0.0,0.0
Luis Gamez,Available,LAD,California League,A,Yes,19.0,,8.0,22.2,3.9,115.2,181.6,107.1,93.0,5.84,94.6,110.07877032027253,105.4,29.7,2.0,0.0,4.31,3.0,0.0,31.3,36.0,1.28,0.239,0.146,0.277,0.131,0.701,0.229,0.329,0.443,0.226,0.161
Giacomo Taschin,Available,TOR,Florida State League,A,Yes,19.0,,9.0,13.5,3.3,115.5,112.9,106.9,92.8,5.32,94.4,122.0324219695952,105.4,31.1,0.0,4.0,7.58,7.0,0.0,29.7,34.0,1.52,0.257,0.125,0.25,0.125,0.679,0.21,0.37,0.42,0.412,0.265
Wifrailyn Jaquez,Not in Fantrax,PIT,Florida State League,A,Yes,19.0,,5.0,11.7,2.6,115.5,97.6,44.5,99.9,6.06,94.4,87.59578663869368,105.4,16.4,2.0,1.0,5.54,0.0,0.0,13.0,9.0,1.69,0.381,0.103,0.155,0.052,0.731,0.268,0.341,0.39,0.125,0.0
Braydon Risley,Available,PIT,California League,A,No,21.0,,14.0,23.6,4.3,104.2,193.0,148.8,98.3,4.84,103.4,60.48468916834379,105.2,51.0,6.0,3.0,4.8,11.0,0.0,60.0,64.0,1.27,0.327,0.066,0.248,0.182,0.741,0.228,0.463,0.309,0.24,0.1
Sam Mettert,Available,CHC,Carolina League,A,Yes,22.0,,20.0,8.4,1.5,99.2,64.1,98.9,108.6,4.66,107.4,86.28171188818237,105.1,18.3,0.0,3.0,5.22,0.0,2.0,29.3,37.0,1.5,0.294,0.165,0.278,0.113,0.806,0.164,0.567,0.269,0.278,0.111
Blake Gillespie,Available,NYY,Florida State League,A,Yes,22.0,,3.0,24.9,5.2,99.7,207.9,105.2,107.3,4.27,106.9,112.54874541422345,105.1,10.0,0.0,1.0,2.87,3.0,0.0,15.7,15.0,1.34,0.31,0.108,0.231,0.123,0.785,0.19,0.571,0.238,0.0,0.1
Eduar Gonzalez,Not in Fantrax,TOR,Florida State League,A,Yes,20.0,,6.0,8.9,1.8,109.7,74.4,63.3,102.6,5.29,98.6,58.858014986666845,105.0,7.2,0.0,0.0,5.73,0.0,0.0,11.0,11.0,1.64,0.303,0.13,0.204,0.074,0.751,0.219,0.563,0.219,0.143,0.143
Carson Messina,Available,TOR,Florida State League,A,Yes,20.0,,14.0,15.6,3.0,109.7,130.4,63.3,102.5,5.46,98.5,122.65945927680768,105.0,32.9,1.0,3.0,3.7,14.0,0.0,41.3,48.0,1.57,0.284,0.179,0.253,0.074,0.75,0.229,0.448,0.323,0.194,0.065
Chase Renner,Available,MIA,Florida State League,A,No,22.0,,4.0,21.0,1.7,99.7,175.2,244.6,91.0,2.93,106.7,88.06835890157743,104.9,5.3,0.0,0.0,0.0,0.0,2.0,6.7,10.0,1.2,0.375,0.071,0.357,0.286,0.666,0.333,0.333,0.333,0.2,0.0
Josiah Romeo,Available,ATH,California League,A,Yes,20.0,,19.0,21.4,4.7,109.4,174.6,91.6,99.3,5.44,98.6,94.69568622329764,104.9,80.8,9.0,4.0,5.82,17.0,0.0,89.7,75.0,1.45,0.328,0.079,0.191,0.112,0.749,0.215,0.487,0.298,0.244,0.122
Matt Barr,Available,MIN,Florida State League,A,Yes,20.0,,7.0,11.8,3.3,109.7,98.6,93.2,98.9,5.75,98.4,103.18588057813396,104.9,33.0,0.0,1.0,7.33,7.0,0.0,23.3,21.0,1.76,0.395,0.082,0.191,0.109,0.724,0.25,0.316,0.434,0.273,0.061
Alejandro Rivera,Available,CIN,Florida State League,A,Yes,19.0,,4.0,15.7,2.8,115.5,130.9,82.1,94.7,5.78,93.6,106.91713255271556,104.9,12.0,1.0,0.0,6.55,1.0,0.0,11.0,14.0,1.55,0.231,0.173,0.269,0.096,0.693,0.231,0.308,0.462,0.25,0.167
Harrison Kreiling,Available,BAL,California League,A,No,24.0,,1.0,14.2,2.0,91.2,116.3,181.5,106.2,4.55,113.5,138.80056117965907,104.8,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.5,0.4,0.111,0.333,0.222,0.8,0.2,0.4,0.4,0.0,0.0
Luke Jackson,Available,TBR,Carolina League,A,Yes,22.0,,13.0,11.0,2.0,99.2,84.4,173.2,99.6,3.5,107.0,163.9419987295689,104.8,22.0,0.0,0.0,3.42,9.0,0.0,26.3,31.0,1.33,0.348,0.081,0.279,0.198,0.739,0.232,0.449,0.319,0.182,0.091
Jesús García,Not in Fantrax,STL,Florida State League,A,Yes,20.0,,27.0,9.8,1.6,109.7,82.0,90.7,99.0,4.65,98.2,137.6076325164629,104.8,35.3,5.0,1.0,4.22,0.0,4.0,42.7,33.0,1.29,0.282,0.079,0.185,0.106,0.724,0.228,0.488,0.285,0.2,0.171
Dean Livingston,Available,ARI,California League,A,No,19.0,,13.0,20.4,4.4,115.2,166.4,98.1,93.1,5.19,93.8,121.83426412438556,104.8,37.6,3.0,4.0,4.21,13.0,0.0,57.7,50.0,1.25,0.272,0.086,0.206,0.12,0.701,0.25,0.512,0.238,0.154,0.205
Tegan Cain,Available,PHI,Florida State League,A,No,23.0,,19.0,11.5,1.2,95.4,96.0,226.6,96.8,3.1,109.9,103.00184865516496,104.7,12.2,1.0,1.0,3.04,0.0,4.0,23.7,36.0,1.18,0.347,0.102,0.367,0.265,0.708,0.271,0.479,0.25,0.167,0.083
Leandro Rodriguez,Available,SF,California League,A,Yes,20.0,,7.0,20.4,4.1,109.4,166.1,92.4,99.0,6.03,98.4,116.27032391584044,104.7,33.4,1.0,0.0,4.34,7.0,0.0,29.0,29.0,1.31,0.276,0.121,0.234,0.113,0.746,0.227,0.333,0.44,0.242,0.061
Garrett Acton,Available,MIN,Florida State League,A,No,28.0,,2.0,7.5,1.5,78.4,62.6,189.9,117.1,4.67,123.9,23.489290938414843,104.6,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.222,0.222,0.857,0.143,0.286,0.571,0.0,0.0
Braden Osbolt,Available,CIN,Florida State League,A,Yes,21.0,,6.0,19.0,5.1,104.5,158.5,75.3,105.4,4.52,102.3,99.31850707640606,104.6,21.4,1.0,1.0,5.58,3.0,0.0,30.7,22.0,1.57,0.343,0.073,0.161,0.088,0.771,0.2,0.59,0.21,0.227,0.136
Efrailin Ramos,Available,TB,Carolina League,A,Yes,20.0,,15.0,13.7,2.0,109.1,104.7,110.2,97.0,4.36,98.4,104.47119907384275,104.6,25.3,4.0,1.0,3.0,0.0,2.0,30.0,28.0,1.03,0.224,0.109,0.235,0.126,0.72,0.267,0.4,0.333,0.28,0.04
Dedniel Núñez,Available,NYM,Florida State League,A,No,30.0,,2.0,5.5,0.8,73.1,45.9,256.6,114.0,4.19,127.9,30.169666231710774,104.4,4.7,0.0,0.0,5.4,1.0,0.0,1.7,3.0,2.4,0.571,0.0,0.3,0.3,0.834,0.167,0.167,0.667,0.25,0.0
Logan Tanner,Available,CIN,Florida State League,A,Yes,25.0,,9.0,11.6,1.8,87.8,96.4,193.3,107.4,4.15,115.8,82.38443735546977,104.4,18.4,2.0,0.0,4.96,0.0,0.0,16.3,21.0,1.22,0.326,0.07,0.296,0.226,0.786,0.19,0.381,0.429,0.222,0.056
Carlton Perkins,Available,CHW,Carolina League,A,No,23.0,,21.0,9.6,1.2,94.9,73.5,175.9,102.7,3.33,109.9,107.24278634457043,104.4,14.0,3.0,0.0,3.55,0.0,1.0,25.3,38.0,1.66,0.441,0.132,0.333,0.201,0.762,0.22,0.542,0.237,0.286,0.071
Josbel Garcia,Not in Fantrax,TOR,Florida State League,A,Yes,22.0,,23.0,10.1,1.9,99.7,84.4,106.9,106.0,4.91,105.9,131.02748252225425,104.4,41.7,4.0,5.0,5.48,0.0,1.0,44.3,43.0,1.42,0.297,0.09,0.215,0.125,0.776,0.171,0.504,0.326,0.214,0.167
Jordi Infante,Not in Fantrax,TBR,Carolina League,A,Yes,21.0,,8.0,9.9,1.7,103.9,75.8,77.0,105.3,4.89,102.4,111.27929092491097,104.3,11.6,1.0,2.0,1.98,4.0,0.0,13.7,15.0,1.39,0.258,0.175,0.263,0.088,0.782,0.188,0.438,0.375,0.0,0.083
Reed Moring,Available,MIN,Florida State League,A,No,21.0,,15.0,18.7,3.5,104.5,155.9,155.7,95.7,4.2,101.8,134.59362953691206,104.3,48.0,1.0,1.0,2.6,11.0,0.0,52.0,56.0,1.37,0.364,0.073,0.255,0.182,0.7,0.28,0.385,0.336,0.229,0.063
Irwin Ramirez,Available,PIT,Florida State League,A,Yes,19.0,,11.0,14.5,3.8,115.5,121.0,21.4,100.7,5.83,92.7,93.10180745592444,104.3,28.4,0.0,5.0,6.75,9.0,0.0,41.3,41.0,1.98,0.37,0.186,0.211,0.025,0.736,0.211,0.526,0.263,0.167,0.2
Alan Reyes,Available,STL,Florida State League,A,Yes,22.0,,4.0,10.0,2.2,99.7,83.4,64.1,110.4,6.08,105.4,82.39581580312168,104.1,13.0,0.0,1.0,3.0,0.0,0.0,9.0,8.0,1.33,0.231,0.125,0.2,0.075,0.808,0.154,0.346,0.5,0.154,0.077
Edinzo Marquez,Available,NYY,Florida State League,A,Yes,21.0,,6.0,24.9,4.6,104.5,207.9,119.7,99.5,4.25,101.5,107.6640477997062,104.1,20.5,3.0,2.0,3.62,5.0,0.0,27.3,26.0,1.24,0.28,0.088,0.228,0.14,0.728,0.234,0.494,0.273,0.286,0.143
Yordanis Guerra,Not in Fantrax,PHI,Florida State League,A,Yes,19.0,,6.0,13.2,3.7,115.5,110.2,39.3,98.3,6.04,92.4,109.70952865156649,104.1,22.0,0.0,1.0,6.14,6.0,0.0,22.0,19.0,1.77,0.338,0.13,0.176,0.046,0.719,0.268,0.423,0.31,0.273,0.045
Adrian Belen,Available,KC,Carolina League,A,Yes,21.0,,10.0,5.8,1.5,103.9,44.8,27.1,110.5,5.77,101.8,99.85523936081034,104.0,18.6,2.0,0.0,4.2,0.0,0.0,15.0,8.0,1.47,0.306,0.092,0.123,0.031,0.82,0.16,0.46,0.38,0.211,0.053
Eiver Mosquera,Available,MIA,Florida State League,A,Yes,19.0,,8.0,13.5,3.0,115.5,112.4,30.8,98.9,5.32,92.1,116.89529506973008,103.9,14.6,2.0,1.0,4.13,5.0,0.0,24.0,18.0,1.71,0.311,0.125,0.161,0.036,0.723,0.224,0.579,0.197,0.2,0.267
Dillon Stiltner,Available,NYM,Florida State League,A,Yes,19.0,,3.0,4.0,1.1,115.5,33.4,-148.8,119.6,8.87,92.1,90.19438984587792,103.9,0.0,0.0,0.0,13.5,0.0,0.0,3.3,5.0,3.6,0.333,0.391,0.217,-0.174,0.875,0.125,0.875,0.0,0.0,0.0
Hayden Robinson,Available,MIL,Carolina League,A,Yes,20.0,,17.0,17.9,3.4,109.1,137.0,71.7,100.0,4.75,97.2,73.2263773522545,103.8,43.2,4.0,2.0,5.4,7.0,2.0,58.3,57.0,1.56,0.307,0.132,0.214,0.082,0.742,0.219,0.516,0.265,0.22,0.146
Alejandro Rivera,Available,CIN,Carolina League,A,Yes,19.0,,1.0,0.5,5.0,114.9,3.8,-42.0,107.8,7.06,92.6,106.91713255271556,103.8,9.0,0.0,1.0,9.0,1.0,0.0,5.0,0.0,1.2,0.167,0.048,0.0,-0.048,0.8,0.1,0.4,0.5,0.4,0.2
Connor Foley,Available,ARI,California League,A,Yes,22.0,,8.0,15.8,2.6,99.5,129.3,183.1,96.2,4.41,105.0,71.13240453104567,103.7,13.7,0.0,4.0,6.43,8.0,0.0,21.0,37.0,1.57,0.41,0.17,0.394,0.224,0.725,0.25,0.4,0.35,0.429,0.071
Trace Phillips,Available,TB,Carolina League,A,Yes,21.0,,1.0,12.2,3.0,103.9,93.8,73.5,104.7,5.19,101.4,106.82021150216156,103.7,4.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.222,0.083,0.167,0.084,0.777,0.222,0.333,0.444,0.5,0.0
Cesar Aquino,Available,PIT,Florida State League,A,No,21.0,,13.0,10.3,2.3,104.5,85.7,142.0,96.2,4.66,100.9,116.43107439385624,103.7,35.8,0.0,1.0,2.45,0.0,0.0,29.3,21.0,1.09,0.307,0.018,0.184,0.166,0.704,0.264,0.33,0.407,0.243,0.081
Miguel Pantoja,Available,TOR,Florida State League,A,Yes,18.0,,3.0,9.9,3.4,121.9,82.7,-19.7,98.4,7.07,86.6,100.40425976182316,103.7,14.1,0.0,1.0,5.23,3.0,0.0,10.3,6.0,1.65,0.267,0.156,0.133,-0.023,0.72,0.219,0.313,0.469,0.4,0.133
Jacob Steinmetz,Available,ARI,California League,A,No,22.0,,4.0,12.4,2.2,99.5,101.5,107.9,104.7,4.99,104.9,95.07481985565065,103.6,5.0,0.0,0.0,5.0,4.0,0.0,9.0,12.0,1.44,0.316,0.184,0.316,0.132,0.789,0.211,0.526,0.263,0.2,0.0
KK Clark,Available,BAL,Carolina League,A,Yes,21.0,,7.0,10.8,3.3,103.9,82.6,-41.1,117.6,6.69,101.2,103.99229491190128,103.6,24.8,0.0,1.0,6.65,5.0,0.0,23.0,18.0,1.83,0.292,0.215,0.168,-0.047,0.873,0.127,0.492,0.381,0.208,0.0
Denis Samudio,Available,TOR,Florida State League,A,Yes,21.0,,13.0,27.0,4.3,104.5,225.6,165.1,93.5,4.18,100.8,110.96123494448248,103.6,47.8,4.0,2.0,3.7,9.0,0.0,56.0,74.0,1.46,0.369,0.117,0.31,0.193,0.684,0.272,0.36,0.368,0.22,0.12
Nico Wagner,Available,ATL,Carolina League,A,Yes,20.0,,3.0,8.7,3.1,109.1,66.3,-39.4,112.4,7.9,96.8,116.43107439385624,103.5,14.0,1.0,2.0,6.75,0.0,0.0,9.3,5.0,1.5,0.233,0.156,0.111,-0.045,0.834,0.167,0.367,0.467,0.143,0.0
Cesar Espinal,Available,MIL,Carolina League,A,Yes,20.0,,9.0,6.9,0.9,109.1,52.9,-69.1,115.6,6.95,96.6,105.62605713495395,103.4,6.4,2.0,0.0,2.16,0.0,0.0,8.3,10.0,1.8,0.133,0.342,0.263,-0.079,0.858,0.143,0.429,0.429,0.333,0.0
Davidxon Lara,Available,MIA,California League,A,Yes,19.0,,9.0,7.1,1.5,115.2,58.0,142.3,85.5,4.89,91.6,95.94718426514636,103.4,15.3,1.0,0.0,6.59,0.0,0.0,13.7,15.0,1.9,0.413,0.043,0.217,0.174,0.644,0.267,0.4,0.333,0.067,0.267
Michael Carpenter,Available,MIN,Florida State League,A,No,21.0,,2.0,3.5,1.2,104.5,29.2,0.0,111.9,7.5,100.4,85.1747396569398,103.3,4.0,0.0,0.0,7.71,2.0,0.0,2.3,2.0,3.43,0.545,0.133,0.133,0.0,0.819,0.182,0.455,0.364,0.25,0.0
Wilfred Alvarado,Available,ATH,California League,A,Yes,20.0,,21.0,5.4,1.2,109.4,43.8,0.0,107.2,7.84,96.2,90.42257794381764,103.3,29.0,1.0,0.0,6.29,0.0,0.0,24.3,24.0,1.93,0.288,0.189,0.189,0.0,0.808,0.164,0.438,0.397,0.31,0.069
Victor Rodriguez,Available,MIA,Florida State League,A,Yes,19.0,,7.0,9.9,2.3,115.5,82.3,42.8,96.4,6.35,91.1,90.64270385604615,103.2,14.0,0.0,1.0,5.51,5.0,0.0,16.3,17.0,1.71,0.268,0.165,0.215,0.05,0.705,0.205,0.455,0.341,0.267,0.267
Brody McCullough,Available,CHC,Carolina League,A,No,26.0,,2.0,22.9,4.0,83.9,175.1,241.5,103.1,3.21,116.8,113.53058784642364,103.0,6.4,0.0,0.0,2.25,2.0,0.0,8.0,9.0,0.63,0.222,0.034,0.31,0.276,0.765,0.235,0.412,0.353,0.667,0.0
Walvin Mena,Available,ARI,California League,A,Yes,20.0,,12.0,9.4,2.1,109.4,76.7,43.3,101.3,6.17,95.5,94.21693931918914,102.8,19.7,1.0,1.0,5.84,1.0,1.0,24.7,18.0,1.58,0.293,0.106,0.159,0.053,0.763,0.175,0.563,0.263,0.048,0.238
Anthony Karoly,Available,SEA,California League,A,Yes,22.0,,13.0,8.6,1.4,99.5,70.3,82.6,106.1,5.84,103.6,104.6606151343305,102.7,16.0,1.0,1.0,4.58,0.0,0.0,17.7,23.0,1.47,0.25,0.19,0.291,0.101,0.8,0.175,0.425,0.4,0.125,0.063
Cale Wetwiska,Available,DET,Florida State League,A,No,21.0,,12.0,21.4,3.4,104.5,178.9,145.4,94.2,3.97,99.5,134.59362953691206,102.7,26.7,4.0,0.0,2.66,10.0,0.0,40.7,47.0,1.35,0.333,0.105,0.275,0.17,0.689,0.282,0.456,0.262,0.148,0.111
Angel Jimenez,Available,COL,California League,A,No,22.0,,15.0,23.8,4.2,99.5,194.1,192.1,93.1,4.47,103.2,141.79886825845324,102.5,58.7,1.0,3.0,4.48,15.0,0.0,62.3,84.0,1.17,0.307,0.083,0.318,0.235,0.702,0.265,0.344,0.391,0.271,0.085
Hayden Wynja,Available,SF,California League,A,No,27.0,,7.0,12.6,1.3,81.1,102.9,192.1,110.5,5.06,118.4,108.83447505112062,102.4,11.0,2.0,0.0,0.96,0.0,1.0,9.3,12.0,0.75,0.167,0.118,0.353,0.235,0.833,0.167,0.222,0.611,0.182,0.0
Austin Marozas,Available,TOR,Florida State League,A,No,27.0,,2.0,22.4,2.7,81.3,186.7,82.1,123.0,5.03,118.2,113.80232803575764,102.4,4.4,1.0,0.0,1.69,0.0,0.0,5.3,6.0,0.94,0.091,0.19,0.286,0.096,0.9,0.1,0.5,0.4,0.0,0.0
Moises Amezquita,Not in Fantrax,KCR,Carolina League,A,Yes,21.0,,10.0,9.6,1.9,103.9,73.5,95.4,99.7,4.76,99.3,96.38325663115108,102.3,13.7,1.0,0.0,4.34,0.0,0.0,18.7,19.0,1.5,0.327,0.12,0.229,0.109,0.74,0.22,0.5,0.28,0.071,0.143
Grayson Saunier,Available,HOU,Carolina League,A,No,22.0,,10.0,7.0,1.1,99.2,53.2,140.9,98.7,3.98,103.0,95.19496458679932,102.2,3.9,1.0,2.0,7.94,0.0,1.0,11.3,16.0,1.76,0.414,0.125,0.286,0.161,0.733,0.233,0.633,0.133,0.0,0.25
Paul Wilson,Available,DET,Florida State League,A,Yes,21.0,,9.0,9.6,1.9,104.5,79.7,18.0,107.9,7.44,98.6,106.95058567640127,102.2,11.7,0.0,0.0,10.26,5.0,0.0,16.7,26.0,2.4,0.378,0.25,0.271,0.021,0.789,0.158,0.526,0.316,0.333,0.167
Dariel Francia,Available,PIT,Florida State League,A,Yes,19.0,,21.0,11.3,2.0,115.5,94.1,33.4,95.7,5.86,89.6,73.35709574376807,102.2,30.7,2.0,3.0,5.4,1.0,0.0,41.7,53.0,1.85,0.273,0.221,0.26,0.039,0.7,0.25,0.44,0.31,0.355,0.161
Trent Turzenski,Available,BAL,Carolina League,A,No,25.0,,2.0,15.6,1.3,87.3,119.6,159.2,107.8,2.91,112.7,142.53295004854724,102.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.0,1.12,0.2,0.182,0.364,0.182,0.8,0.2,0.8,0.0,0.0,0.0
