Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Matt Brash,Available,SEA,Pacific Coast League,AAA,Yes,28.0,,2.0,12.2,0.8,97.2,123.7,288.2,141.5,2.74,148.8,131.6,0.0,1.0,0.0,0.0,0.0,0.0,1.7,4.0,1.2,0.0,0.286,0.571,0.285,1.0,0.0,1.0,0.0,0.0,0.0
Ruddy Gomez,Available,MIN,Florida Complex League,CPX,No,26.0,,1.0,22.8,2.0,79.8,213.6,466.1,130.4,1.9,163.1,131.5,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,0.25,0.0,0.429,0.429,1.0,0.0,0.75,0.25,0.0,0.0
Andrew Sears,Available,DET,International League,AAA,Yes,23.0,,2.0,41.8,4.8,118.1,386.3,230.5,121.0,3.48,131.4,131.5,7.0,1.0,0.0,0.0,0.0,0.0,9.7,14.0,0.62,0.133,0.118,0.412,0.294,0.867,0.133,0.4,0.467,0.143,0.0
Alex Santos II,Available,HOU,Pacific Coast League,AAA,Yes,24.0,,6.0,10.2,1.3,113.4,103.5,279.1,119.7,4.19,135.1,131.4,7.4,0.0,0.0,1.17,0.0,0.0,7.7,12.0,0.78,0.083,0.138,0.414,0.276,0.846,0.077,0.308,0.615,0.25,0.125
Fernando Hernandez,Not in Fantrax,MIN,Dominican Summer League,R,Yes,19.0,,7.0,10.0,1.9,97.7,104.1,539.3,112.0,3.81,148.0,131.3,10.3,0.0,1.0,4.05,7.0,0.0,13.3,16.0,1.13,0.351,0.034,0.276,0.242,0.889,0.111,0.611,0.278,0.1,0.0
Ernesto Mercedes,Available,NYM,South Atlantic League,A+,Yes,22.0,,1.0,14.8,2.0,105.5,118.5,213.9,136.2,3.07,141.4,131.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,0.0,0.143,0.429,0.286,1.0,0.0,0.667,0.333,0.0,0.0
Santiago Martinez,Available,MIL,Dominican Summer League,R,Yes,17.0,,3.0,29.5,3.9,109.2,305.9,829.0,100.8,2.52,138.2,131.2,4.0,0.0,0.0,0.77,2.0,0.0,11.7,19.0,0.51,0.15,0.07,0.442,0.372,0.8,0.2,0.6,0.2,0.0,0.0
Orion Kerkering,Available,PHI,International League,AAA,Yes,25.0,,4.0,7.6,1.0,108.7,70.0,261.1,125.6,3.28,138.4,131.0,5.0,0.0,0.0,2.25,0.0,0.0,4.0,5.0,0.75,0.3,0.0,0.333,0.333,0.9,0.1,0.4,0.5,0.0,0.0
Seong-Jun Kim,Available,TEX,Carolina League,A,Yes,19.0,,3.0,13.5,2.0,114.9,103.3,131.2,134.7,3.73,133.1,130.9,1.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,1.0,0.143,0.25,0.4,0.15,1.0,0.0,0.857,0.143,0.0,0.0
Jason Krieger,Available,NYY,Florida State League,A,Yes,21.0,,1.0,6.8,1.3,104.5,56.3,213.8,136.7,4.78,141.4,130.7,2.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.75,0.333,0.0,0.25,0.25,1.0,0.0,0.333,0.667,0.0,0.0
Nick Lodolo,Je suis Charlie Morton (MINORS),CIN,Florida State League,A,No,28.0,,1.0,20.0,2.7,78.4,166.9,427.6,136.7,1.4,162.8,130.5,1.0,0.0,0.0,0.0,1.0,0.0,2.7,4.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.75,0.25,0.0,0.0
Thomas Ireland,Available,TEX,South Atlantic League,A+,No,24.0,,2.0,18.5,2.5,96.7,148.7,275.2,136.2,2.16,147.5,130.5,3.0,0.0,1.0,3.6,0.0,0.0,5.0,8.0,0.8,0.3,0.053,0.421,0.368,1.0,0.0,0.7,0.3,0.0,0.0
Didier Fuentes,The Hot and Steamy Boys (ACTIVE),ATL,International League,AAA,Yes,21.0,,3.0,34.8,5.6,129.4,322.3,174.1,114.9,4.36,120.4,130.4,14.6,1.0,1.0,2.16,3.0,0.0,16.7,20.0,0.84,0.212,0.095,0.317,0.222,0.823,0.147,0.412,0.441,0.2,0.067
Ben Grable,Available,WSH,South Atlantic League,A+,No,24.0,,6.0,15.1,1.3,96.7,121.6,386.6,121.1,1.11,147.0,130.2,3.0,1.0,0.0,1.17,0.0,1.0,7.7,17.0,0.65,0.333,0.069,0.586,0.517,0.889,0.111,0.556,0.333,0.0,0.0
Sandro Santana,Available,STL,International League,AAA,Yes,21.0,,2.0,7.9,1.2,129.4,72.9,0.0,139.6,5.64,120.0,130.1,0.0,0.0,0.0,7.71,0.0,0.0,2.3,5.0,2.14,0.0,0.417,0.417,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tyler Glasnow,Ben the Hen (ACTIVE),LAD,Pacific Coast League,AAA,Yes,32.0,,3.0,28.2,3.9,85.1,284.4,369.1,133.7,2.75,156.3,129.9,7.0,0.0,1.0,1.54,3.0,0.0,11.7,19.0,0.51,0.111,0.098,0.463,0.365,0.945,0.056,0.556,0.389,0.286,0.0
Lucas Mahlstedt,Available,LAA,Northwest League,A+,No,23.0,,2.0,18.0,1.3,100.7,141.0,462.0,108.0,0.56,143.2,129.8,3.0,0.0,0.0,6.75,0.0,1.0,2.7,7.0,1.5,0.8,0.0,0.583,0.583,0.8,0.2,0.2,0.6,0.0,0.0
Jose Serva,Available,CHC,Dominican Summer League,R,Yes,17.0,,11.0,15.6,2.8,109.2,161.4,376.6,109.3,4.71,135.8,129.6,31.5,0.0,1.0,2.64,11.0,0.0,30.7,36.0,1.14,0.275,0.121,0.29,0.169,0.867,0.118,0.426,0.456,0.226,0.032
Jhosued Marcano,Available,CHC,Dominican Summer League,R,Yes,17.0,,12.0,17.8,2.9,109.2,184.7,528.1,97.8,3.53,135.6,129.4,30.7,0.0,2.0,3.6,11.0,0.0,35.0,51.0,1.29,0.342,0.108,0.345,0.237,0.776,0.194,0.418,0.388,0.154,0.077
Mikey Cascino,Available,LAA,California League,A,Yes,19.0,,1.0,25.2,3.3,115.2,206.1,314.8,110.5,3.19,130.7,129.4,3.0,0.0,0.0,0.0,1.0,0.0,3.3,6.0,0.9,0.333,0.077,0.462,0.385,0.833,0.167,0.333,0.5,1.0,0.0
Aaron Civale,Available,CHC,Pacific Coast League,AAA,Yes,31.0,,1.0,34.0,4.3,87.8,343.4,544.1,118.0,2.31,153.2,129.3,4.0,0.0,0.0,0.0,1.0,0.0,4.3,7.0,0.0,0.0,0.0,0.538,0.538,0.834,0.167,0.167,0.667,0.5,0.0
Clayton Beeter,Available,WSH,International League,AAA,Yes,27.0,,2.0,8.9,1.0,100.6,82.1,224.2,139.6,5.16,142.4,129.2,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.2,0.0,0.286,0.286,1.0,0.0,0.2,0.8,0.75,0.0
Jarlin Susana,Cant Park Here (MINORS),WSH,South Atlantic League,A+,No,22.0,,3.0,15.4,2.1,105.5,123.9,299.1,120.9,2.14,138.1,129.1,4.0,0.0,1.0,5.68,3.0,0.0,6.3,13.0,1.11,0.444,0.12,0.52,0.4,0.888,0.111,0.444,0.444,0.0,0.0
Cole Sands,Available,MIN,Florida Complex League,CPX,No,28.0,,1.0,17.0,1.0,74.1,159.6,724.6,130.4,0.24,163.9,129.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.667,0.667,1.0,0.0,1.0,0.0,0.0,0.0
Michael Darrell-Hicks,Available,PIT,Florida Complex League,CPX,No,28.0,,1.0,8.8,1.0,74.1,82.2,543.2,130.4,0.24,163.9,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0
Sebastian Rodriguez,Not in Fantrax,TOR,Dominican Summer League,R,Yes,19.0,,7.0,11.1,1.3,97.7,115.2,496.9,108.0,3.81,144.4,129.0,5.0,4.0,0.0,6.0,0.0,0.0,9.0,11.0,1.0,0.286,0.083,0.306,0.223,0.857,0.143,0.619,0.238,0.8,0.0
Sandro Santana,Available,STL,Texas League,AA,No,21.0,,19.0,13.6,1.3,116.7,115.5,266.2,113.9,2.25,128.7,129.0,8.0,2.0,0.0,0.74,0.0,3.0,24.3,39.0,0.7,0.179,0.102,0.443,0.341,0.82,0.154,0.641,0.205,0.25,0.125
Marcelo Valladares,Not in Fantrax,CHW,Arizona Complex League,CPX,Yes,21.0,,1.0,6.0,1.0,98.9,56.4,275.9,129.5,4.39,143.3,128.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0,0.5,0.5,1.0,0.0
Yaiker Torrelles,Not in Fantrax,WSN,Florida Complex League,CPX,Yes,19.0,,4.0,9.5,1.2,109.2,89.2,466.1,97.8,2.81,134.7,128.8,4.0,0.0,0.0,0.0,1.0,0.0,4.7,6.0,0.0,0.0,0.0,0.429,0.429,0.75,0.25,0.25,0.5,0.0,0.0
Angel Roa,Available,BOS,Dominican Summer League,R,Yes,17.0,,8.0,14.6,2.8,109.2,151.7,383.3,106.8,4.45,134.3,128.6,29.5,1.0,0.0,3.22,2.0,0.0,22.3,21.0,0.9,0.233,0.069,0.241,0.172,0.848,0.153,0.356,0.492,0.31,0.0
Keaton Winn,Available,SF,Arizona Complex League,CPX,No,28.0,,1.0,9.0,1.0,74.2,84.6,552.6,129.5,0.9,163.2,128.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.667,0.667,1.0,0.0,1.0,0.0,0.0,0.0
Carlos Vargas,Available,SEA,Pacific Coast League,AAA,Yes,26.0,,3.0,12.2,1.2,104.7,122.9,467.2,101.0,1.14,137.7,128.3,1.0,1.0,0.0,0.0,0.0,0.0,3.7,6.0,0.55,0.286,0.0,0.462,0.462,0.714,0.286,0.571,0.143,0.0,0.0
Erik Miller,Available,BOS,California League,A,No,28.0,,1.0,8.8,1.0,78.2,71.4,408.8,132.7,3.69,159.4,128.2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0
Owen Woodward,Available,NYM,Florida Complex League,CPX,No,24.0,,1.0,6.0,1.0,86.5,56.3,361.8,130.4,3.57,152.6,128.2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0,0.5,0.5,0.0,0.0
Peyton Prescott,Available,NYM,Florida State League,A,Yes,22.0,,1.0,8.8,1.0,99.7,73.0,213.8,136.7,4.45,141.4,128.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.25,0.5,0.25,1.0,0.0,0.0,1.0,1.0,0.0
John Rooney,Available,TB,South Atlantic League,A+,No,29.0,,3.0,12.9,1.1,80.1,103.8,373.9,136.2,1.49,157.4,127.9,1.0,0.0,0.0,0.0,0.0,0.0,3.3,6.0,0.3,0.2,0.0,0.5,0.5,1.0,0.0,0.8,0.2,0.0,0.0
Johan Cabeza,Available,CIN,Dominican Summer League,R,No,19.0,,2.0,24.0,4.2,97.7,248.9,501.4,106.1,4.01,142.8,127.9,10.5,0.0,0.0,1.08,2.0,0.0,8.3,9.0,0.96,0.3,0.065,0.29,0.225,0.842,0.158,0.316,0.526,0.2,0.0
Miguel Sime Jr.,Available,WSH,Carolina League,A,No,19.0,,10.0,20.0,2.6,114.9,153.1,213.5,119.8,2.99,128.6,127.9,11.9,0.0,2.0,4.44,10.0,0.0,26.3,54.0,1.52,0.359,0.21,0.454,0.244,0.889,0.083,0.611,0.306,0.364,0.091
Maximin Medina,Available,WSH,Dominican Summer League,R,No,18.0,,5.0,21.3,3.7,103.2,220.9,496.9,100.8,3.42,138.2,127.8,9.2,0.0,2.0,0.96,5.0,0.0,18.7,21.0,0.96,0.283,0.069,0.292,0.223,0.8,0.2,0.6,0.2,0.222,0.0
Jesús García,Not in Fantrax,STL,Florida Complex League,CPX,No,20.0,,5.0,12.1,1.7,103.8,113.6,271.6,123.5,3.8,137.6,127.8,7.0,0.0,0.0,0.0,0.0,1.0,8.3,8.0,0.24,0.053,0.036,0.286,0.25,0.947,0.053,0.579,0.368,0.714,0.0
Kade Anderson,Cant Park Here (ACTIVE),SEA,Texas League,AA,Yes,21.0,,18.0,40.3,5.2,116.7,343.5,285.8,109.6,2.63,127.0,127.8,64.6,10.0,1.0,1.06,18.0,0.0,93.3,135.0,0.64,0.239,0.039,0.405,0.366,0.79,0.188,0.453,0.359,0.123,0.062
Dominic Pipkin,Available,PIT,Florida Complex League,CPX,No,26.0,,2.0,7.8,1.2,79.8,72.8,407.4,130.4,1.66,157.2,127.6,0.0,0.0,0.0,0.0,1.0,0.0,2.3,3.0,0.86,0.4,0.0,0.375,0.375,1.0,0.0,1.0,0.0,0.0,0.0
Jarrod Cande,Available,COL,Arizona Complex League,CPX,No,26.0,,2.0,7.4,1.0,79.9,69.3,414.3,129.5,2.65,157.1,127.6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,0.333,0.0,0.5,0.5,1.0,0.0,0.667,0.333,0.0,0.0
Eduardo Pina,Not in Fantrax,NYM,Dominican Summer League,R,Yes,17.0,,8.0,11.5,2.3,109.2,119.3,445.7,98.0,3.76,132.9,127.6,12.3,0.0,1.0,2.89,5.0,0.0,18.7,19.0,1.07,0.326,0.071,0.271,0.2,0.778,0.222,0.511,0.267,0.25,0.0
Joe Ariola,Available,ARI,California League,A,No,22.0,,6.0,17.1,2.0,99.5,139.8,302.5,123.3,2.9,140.5,127.3,7.3,0.0,0.0,0.0,0.0,0.0,12.0,23.0,0.75,0.176,0.13,0.5,0.37,0.929,0.071,0.5,0.429,0.333,0.0
Josue Henrique,Not in Fantrax,COL,Dominican Summer League,R,Yes,19.0,,17.0,7.0,1.2,97.7,72.9,490.3,105.0,3.51,141.8,127.2,12.4,2.0,0.0,5.14,0.0,0.0,21.0,27.0,1.43,0.411,0.077,0.297,0.22,0.833,0.167,0.611,0.222,0.333,0.0
Carlos Falcon,Not in Fantrax,BOS,Dominican Summer League,R,Yes,18.0,,10.0,15.4,2.2,103.2,159.4,461.3,101.3,4.34,137.3,127.2,20.6,2.0,2.0,3.63,0.0,1.0,22.3,31.0,1.39,0.36,0.113,0.32,0.207,0.804,0.157,0.431,0.412,0.286,0.095
Cristian Rego,Available,PHI,Dominican Summer League,R,Yes,17.0,,11.0,14.6,2.7,109.2,151.1,436.8,98.3,4.19,132.2,127.2,24.0,0.0,0.0,5.76,11.0,0.0,29.7,41.0,1.58,0.403,0.101,0.297,0.196,0.78,0.195,0.494,0.312,0.125,0.083
Anderson Reyes,Not in Fantrax,BAL,Dominican Summer League,R,Yes,18.0,,13.0,8.5,1.6,103.2,88.5,472.4,99.8,4.51,137.1,127.1,18.1,0.0,0.0,3.0,0.0,0.0,21.0,23.0,1.14,0.373,0.059,0.271,0.212,0.792,0.208,0.438,0.354,0.294,0.0
Abel Lorenzo,Available,LAD,Arizona Complex League,CPX,Yes,20.0,,1.0,5.8,1.0,103.9,54.0,207.1,129.5,5.88,136.4,127.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333,0.0,0.25,0.25,1.0,0.0,0.333,0.667,0.0,0.0
Payton Tolle,The Hot and Steamy Boys (ACTIVE),BOS,International League,AAA,Yes,23.0,,3.0,34.7,5.0,118.1,320.8,192.1,117.6,3.96,124.5,126.9,17.5,2.0,0.0,3.0,3.0,0.0,15.0,19.0,1.07,0.297,0.066,0.311,0.245,0.842,0.132,0.395,0.474,0.333,0.056
Fleury Soriano,Not in Fantrax,CHC,Dominican Summer League,R,Yes,21.0,,18.0,14.3,1.3,88.4,147.9,468.0,113.7,4.62,148.8,126.8,26.2,2.0,2.0,3.09,0.0,7.0,23.3,37.0,1.16,0.233,0.16,0.37,0.21,0.903,0.073,0.317,0.61,0.16,0.04
Miguel Mendez,Available,SF,Midwest League,A+,No,23.0,,2.0,4.6,1.0,99.9,37.7,195.2,134.3,2.7,139.4,126.8,3.5,0.0,0.0,4.5,2.0,0.0,2.0,2.0,1.5,0.429,0.0,0.222,0.222,1.0,0.0,0.5,0.5,0.0,0.0
Briggs McKenzie,Available,ATL,Carolina League,A,No,19.0,,1.0,38.5,5.0,114.9,294.7,360.5,101.1,1.62,127.0,126.8,2.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,0.4,0.125,0.059,0.471,0.412,0.75,0.25,0.5,0.25,0.0,0.0
Carlos Mateo,Available,PIT,Florida State League,A,Yes,20.0,,6.0,12.8,1.5,109.7,106.4,308.8,111.8,2.55,131.2,126.7,3.3,1.0,0.0,2.0,0.0,0.0,9.0,17.0,0.89,0.25,0.111,0.472,0.361,0.818,0.091,0.636,0.273,0.0,0.333
Yaqui Rivera,Available,BAL,Eastern League,AA,No,22.0,,10.0,19.1,2.5,112.5,152.4,204.7,121.0,3.06,128.7,126.7,15.4,3.0,1.0,2.92,1.0,1.0,24.7,35.0,0.85,0.224,0.084,0.368,0.284,0.883,0.078,0.608,0.314,0.313,0.125
Brock Stewart,Available,LAD,Pacific Coast League,AAA,Yes,34.0,,6.0,8.1,0.8,80.1,81.6,353.9,141.5,2.32,155.4,126.6,2.0,0.0,0.0,0.0,0.0,0.0,4.7,10.0,1.29,0.429,0.15,0.5,0.35,1.0,0.0,0.714,0.286,0.5,0.0
Seth Hernandez,The Hot and Steamy Boys (MINORS),PIT,Florida State League,A,No,20.0,,6.0,41.0,4.7,109.7,342.1,354.1,106.3,2.13,130.9,126.6,17.6,3.0,0.0,0.96,6.0,0.0,28.0,50.0,0.71,0.25,0.067,0.481,0.414,0.778,0.178,0.422,0.4,0.333,0.111
Edward Cabrera,Available,CHC,Southern League,AA,No,28.0,,1.0,35.8,5.0,88.1,276.9,286.1,136.3,2.51,148.6,126.5,3.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.2,0.0,0.063,0.438,0.375,1.0,0.0,0.625,0.375,0.333,0.0
Cesar Acosta,Available,NYY,Dominican Summer League,R,Yes,19.0,,11.0,31.3,4.7,97.7,324.3,539.3,103.7,3.63,140.8,126.5,36.3,4.0,1.0,3.31,11.0,0.0,51.7,70.0,1.01,0.275,0.103,0.345,0.242,0.823,0.167,0.5,0.333,0.206,0.029
Yohandy Cruz,Not in Fantrax,DET,Dominican Summer League,R,Yes,19.0,,1.0,8.5,2.0,97.7,88.1,278.6,126.0,5.92,140.5,126.4,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.286,0.0,0.125,0.125,1.0,0.0,0.143,0.857,0.667,0.0
Blake Burkhalter,Available,ATL,Florida Complex League,CPX,No,25.0,,1.0,12.0,1.0,83.0,112.7,361.8,130.4,3.57,152.6,126.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0,0.5,0.5,1.0,0.0
Gerson Moreno,Available,STL,Florida Complex League,CPX,No,30.0,,1.0,17.0,1.0,69.2,159.6,724.6,130.4,0.24,163.9,126.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.667,0.667,1.0,0.0,1.0,0.0,0.0,0.0
Yoel Zambrano,Not in Fantrax,PHI,Dominican Summer League,R,Yes,16.0,,14.0,13.9,2.0,116.1,143.7,361.0,98.7,4.39,125.0,126.2,17.7,5.0,1.0,4.18,0.0,0.0,28.0,37.0,1.21,0.237,0.154,0.316,0.162,0.784,0.183,0.517,0.3,0.222,0.111
Richard Lovelady,Available,WSH,International League,AAA,Yes,30.0,,2.0,9.0,1.0,90.5,83.3,261.1,139.6,3.91,146.1,126.1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0,0.667,0.333,0.0,0.0
Jackson Flora,Available,SF,California League,A,Yes,21.0,2026,1.0,8.5,1.0,104.2,69.4,163.5,132.7,5.05,134.8,126.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.5,0.2,0.4,0.2,1.0,0.0,0.5,0.5,1.0,0.0
Yusef Hanania,Not in Fantrax,CHC,Dominican Summer League,R,Yes,20.0,,18.0,14.2,1.7,92.9,147.5,456.8,109.3,3.94,143.8,125.9,23.5,5.0,3.0,2.37,0.0,3.0,30.3,41.0,1.12,0.266,0.131,0.336,0.205,0.867,0.117,0.517,0.367,0.227,0.045
Gary Gill Hill,Available,NYM,International League,AAA,Yes,21.0,,1.0,23.2,5.0,129.4,215.1,107.4,114.9,3.96,113.7,125.9,4.0,0.0,0.0,1.8,1.0,0.0,5.0,4.0,1.4,0.353,0.045,0.182,0.137,0.823,0.176,0.588,0.235,0.0,0.0
Henry Cone,Not in Fantrax,CHC,Arizona Complex League,CPX,No,23.0,,2.0,15.0,1.0,90.3,141.0,300.8,129.5,3.15,145.8,125.8,1.0,0.0,0.0,4.5,0.0,0.0,2.0,7.0,2.0,1.0,0.273,0.636,0.363,1.0,0.0,0.0,1.0,1.0,0.0
Felipe De La Cruz,Available,NYM,International League,AAA,Yes,25.0,,3.0,12.2,1.8,108.7,113.4,247.7,118.2,3.3,130.6,125.8,5.5,1.0,0.0,3.38,0.0,0.0,5.3,6.0,0.94,0.333,0.0,0.316,0.316,0.847,0.077,0.462,0.462,0.167,0.167
Olmedo Barria,Not in Fantrax,NYM,Dominican Summer League,R,Yes,19.0,,13.0,22.3,3.5,97.7,231.7,521.5,102.2,3.74,139.4,125.6,32.5,6.0,0.0,2.0,0.0,0.0,45.0,46.0,0.93,0.31,0.035,0.269,0.234,0.811,0.18,0.532,0.288,0.094,0.031
Drew Thorpe,Available,CHW,Arizona Complex League,CPX,No,25.0,,1.0,14.8,2.0,83.1,138.6,355.4,129.5,3.39,151.3,125.5,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.5,0.25,0.0,0.429,0.429,1.0,0.0,0.5,0.5,0.5,0.0
Angel Jimenez,Available,COL,Arizona Complex League,CPX,No,22.0,,2.0,20.5,2.5,94.4,192.6,261.0,129.5,3.6,141.8,125.4,3.0,1.0,0.0,1.8,1.0,0.0,5.0,7.0,0.8,0.273,0.053,0.368,0.315,1.0,0.0,0.727,0.273,0.333,0.0
Jose Sanchez,Available,WSH,Dominican Summer League,R,Yes,17.0,,10.0,17.2,3.1,109.2,178.9,367.7,103.2,4.82,129.6,125.4,40.9,0.0,2.0,3.77,7.0,0.0,31.0,38.0,1.35,0.299,0.134,0.299,0.165,0.819,0.111,0.278,0.611,0.136,0.114
Cole Fehrman,Available,TEX,South Atlantic League,A+,Yes,22.0,,1.0,9.0,2.0,105.5,72.3,124.9,136.2,5.48,132.5,125.3,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.167,0.167,1.0,0.0,0.4,0.6,0.0,0.0
Ben Peoples,Available,TEX,Pacific Coast League,AAA,Yes,25.0,,4.0,5.8,0.9,108.9,58.1,190.1,123.8,6.04,129.7,125.3,4.4,0.0,1.0,7.36,0.0,0.0,3.7,5.0,1.09,0.143,0.125,0.313,0.188,0.875,0.0,0.375,0.625,0.4,0.2
R.J. Dabovich,Available,SF,Pacific Coast League,AAA,Yes,27.0,,5.0,8.2,1.1,100.8,83.3,213.4,128.6,5.09,136.3,125.2,7.0,1.0,0.0,0.0,0.0,0.0,5.3,6.0,0.56,0.091,0.105,0.316,0.211,0.909,0.091,0.273,0.636,0.143,0.0
Blake Larson,Available,CHW,Arizona Complex League,CPX,Yes,20.0,,3.0,10.3,1.6,103.9,97.1,179.8,129.5,5.22,133.7,125.2,3.4,0.0,1.0,5.79,3.0,0.0,4.7,9.0,1.71,0.444,0.174,0.391,0.217,1.0,0.0,0.625,0.375,0.0,0.0
Williams Montero,Available,BOS,Florida Complex League,CPX,No,18.0,,10.0,18.6,2.9,115.3,174.4,204.2,115.7,4.82,124.1,125.1,32.9,1.0,2.0,4.66,5.0,1.0,29.0,40.0,1.55,0.412,0.125,0.313,0.188,0.887,0.097,0.419,0.484,0.2,0.033
Juan Valera,Available,BOS,South Atlantic League,A+,Yes,20.0,,3.0,24.3,3.1,116.1,195.6,270.0,107.0,2.28,123.1,124.9,5.0,0.0,0.0,1.93,3.0,0.0,9.3,17.0,0.86,0.214,0.111,0.472,0.361,0.786,0.143,0.5,0.357,0.4,0.2
Geremy Villoria,Available,MIN,Florida Complex League,CPX,Yes,17.0,,6.0,10.3,1.2,122.1,97.0,78.2,123.5,5.62,118.2,124.9,8.4,2.0,0.0,0.0,0.0,0.0,7.0,5.0,1.14,0.25,0.107,0.179,0.072,0.947,0.053,0.526,0.421,0.0,0.0
Riley Frey,Available,ATL,Southern League,AA,Yes,24.0,,3.0,12.2,1.9,102.8,94.9,208.3,126.6,3.98,134.0,124.8,7.0,0.0,0.0,0.0,0.0,0.0,5.7,7.0,0.88,0.286,0.045,0.318,0.273,0.929,0.071,0.429,0.5,0.286,0.0
Osvaldo Berrios,Available,BOS,Florida Complex League,CPX,No,26.0,,1.0,18.0,3.0,79.8,169.0,361.8,130.4,3.57,152.6,124.6,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0,0.5,0.5,0.0,0.0
Will Vest,Available,DET,International League,AAA,Yes,31.0,,1.0,6.0,1.0,87.6,55.5,261.1,139.6,3.33,146.1,124.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.333,0.333,1.0,0.0,0.5,0.5,1.0,0.0
Rainy Mota,Available,PHI,Dominican Summer League,R,No,20.0,,2.0,9.8,1.3,92.9,101.1,891.4,105.0,2.08,141.8,124.5,2.0,0.0,0.0,0.0,0.0,0.0,2.7,4.0,0.75,0.333,0.0,0.4,0.4,0.833,0.167,0.5,0.333,0.0,0.0
Brandon Barriera,Available,TOR,Florida Complex League,CPX,No,22.0,,1.0,18.5,2.3,94.3,173.7,241.2,130.4,3.95,140.6,124.5,1.0,0.0,0.0,0.0,1.0,0.0,2.3,4.0,0.86,0.0,0.222,0.444,0.222,1.0,0.0,0.667,0.333,0.0,0.0
Adrian Bohorquez,Available,MIN,Florida Complex League,CPX,No,21.0,,3.0,7.8,1.3,98.8,72.8,203.2,130.4,5.07,136.8,124.5,6.7,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.75,0.2,0.063,0.25,0.187,1.0,0.0,0.333,0.667,0.0,0.0
Emanuel Jimenez,Not in Fantrax,BOS,Dominican Summer League,R,Yes,19.0,,1.0,26.8,3.3,97.7,277.4,479.1,100.0,,137.5,124.4,,0.0,0.0,0.0,1.0,0.0,3.3,6.0,1.5,0.4,0.214,0.429,0.215,,,,,,
Kai Peterson,Available,WSH,Florida Complex League,CPX,No,23.0,,1.0,13.5,0.7,90.2,126.7,271.6,130.4,2.74,143.6,124.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,3.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.0,0.0,0.0
Raymond Cruz,Not in Fantrax,CIN,Dominican Summer League,R,Yes,18.0,,8.0,14.4,2.0,103.2,149.1,327.6,111.6,4.58,132.9,124.3,13.4,2.0,0.0,3.45,0.0,0.0,15.7,19.0,1.28,0.282,0.132,0.279,0.147,0.886,0.114,0.543,0.343,0.5,0.0
